2017	12	07	04	24	17	     0.000000
2017	12	07	05	16	20	     0.000000
2017	12	08	05	06	21	     0.000000
2017	12	08	16	15	26	     0.000000
2017	12	08	16	20	50	     0.000000
2017	12	09	15	47	06	     0.000000
2017	12	10	04	49	58	     0.000000
2017	12	10	06	25	55	     0.000000
2017	12	11	05	29	34	     0.000000
2017	12	11	16	27	56	     0.000000
2017	12	12	04	33	33	     0.000000
2017	12	12	15	59	17	     0.000000
2017	12	13	05	14	33	     0.000000
2017	12	13	15	29	08	     0.000000
2017	12	14	05	10	30	     0.000000
2017	12	14	16	39	41	     0.000000
2017	12	15	04	58	10	     0.000000
2017	12	15	16	10	41	     0.000000
2017	12	15	16	13	24	     0.000000
2017	12	16	15	41	51	     0.000000
2017	12	17	05	24	55	     0.000000
2017	12	18	05	22	47	     0.000000
2017	12	19	04	24	17	     0.000000
2017	12	20	05	06	21	     0.000000
2017	12	21	05	06	21	     0.000000
2017	12	21	16	35	13	     0.000000
2017	12	22	04	49	58	     0.000000
2017	12	22	16	07	37	     0.000000
2017	12	23	05	29	33	     0.000000
2017	12	23	15	38	48	     0.000000
2017	12	24	05	18	53	     0.000000
2017	12	24	16	47	19	     0.000000
2017	12	25	05	14	32	     0.000000
2017	12	25	16	20	06	     0.000000
2017	12	26	04	15	50	     0.000000
2017	12	26	15	50	54	     0.000000
2017	12	27	04	58	09	     0.000000
2017	12	27	06	34	06	     0.000000
2017	12	28	05	04	39	     0.000000
2017	12	28	16	31	12	     0.000000
2017	12	29	04	34	11	     0.000000
2017	12	29	04	41	49	     0.000000
2017	12	30	05	22	47	     0.000000
2017	12	31	05	15	45	     0.000000
2017	12	31	16	43	35	     0.000000
2018	01	01	05	06	20	     0.000000
2018	01	01	16	15	44	     0.000000
2018	01	01	16	20	49	     0.000000
2018	01	02	15	46	48	     0.000000
2018	01	03	04	49	57	     0.000000
2018	01	03	06	25	54	     0.000000
2018	01	04	05	29	33	     0.000000
2018	01	05	04	33	32	     0.000000
2018	01	05	15	58	06	     0.000000
2018	01	06	05	14	32	     0.000000
2018	01	07	05	11	35	     0.000000
2018	01	07	16	39	21	     0.000000
2018	01	08	04	58	09	     0.000000
2018	01	08	16	10	39	     0.000000
2018	01	08	16	13	23	     0.000000
2018	01	09	15	42	43	     0.000000
2018	01	10	05	24	29	     0.000000
2018	01	11	05	22	46	     0.000000
2018	01	12	04	24	16	     0.000000
2018	01	12	15	55	04	     0.000000
2018	01	13	05	06	20	     0.000000
2018	01	14	05	08	46	     0.000000
2018	01	14	16	35	17	     0.000000
2018	01	15	04	49	57	     0.000000
2018	01	15	16	07	32	     0.000000
2018	01	16	05	29	32	     0.000000
2018	01	17	04	33	32	     0.000000
2018	01	18	05	14	31	     0.000000
2018	01	19	04	15	49	     0.000000
2018	01	19	15	50	49	     0.014374
2018	01	20	04	58	08	     0.014374
2018	01	20	06	34	05	     0.014374
2018	01	20	16	13	22	     0.014374
2018	01	22	04	41	48	     0.473077
2018	01	22	16	03	23	     0.483834
2018	01	23	05	22	46	     0.483834
2018	01	24	04	24	16	     0.483834
2018	01	25	05	06	19	     9.226288
2018	01	25	16	14	34	     9.226288
2018	01	25	16	20	48	     9.226288
2018	01	26	15	46	48	     8.913708
2018	01	27	04	49	57	     8.913708
2018	01	27	06	25	53	     8.913708
2018	01	28	05	29	32	     8.913708
2018	01	29	04	33	31	     8.953357
2018	01	29	15	59	20	     8.554318
2018	01	30	05	14	31	     8.548235
2018	01	30	05	14	31	     8.548235
2018	01	31	05	11	29	     8.548235
2018	01	31	15	32	16	     8.388155
2018	02	01	04	58	08	     8.675046
2018	02	01	16	10	57	     8.675046
2018	02	01	16	13	22	     8.675046
2018	02	02	15	42	52	     3.128891
2018	02	03	05	23	41	     2.097861
2018	02	04	05	22	45	     2.318929
2018	02	04	16	23	51	     2.318929
2018	02	05	04	25	48	     3.350450
2018	02	06	05	06	19	     3.702207
2018	02	07	05	08	28	     3.702207
2018	02	08	04	49	56	     4.240089
2018	02	08	16	07	30	     4.240089
2018	02	09	05	29	32	     4.240089
2018	02	09	15	38	40	     7.888040
2018	02	10	04	33	31	     8.478075
2018	02	11	05	14	31	     9.645700
2018	02	12	04	15	49	    10.014762
2018	02	12	15	50	48	    12.887241
2018	02	13	04	58	08	    12.887241
2018	02	13	06	34	05	    12.887241
2018	02	13	16	13	22	    12.887241
2018	02	15	04	41	48	    14.993288
2018	02	15	16	03	18	    14.932138
2018	02	16	05	22	45	    14.902719
2018	02	17	04	24	15	    14.904229
2018	02	18	05	06	19	    17.215882
2018	02	18	16	15	52	    17.215882
2018	02	18	16	20	48	    17.215882
2018	02	19	15	47	00	    16.256331
2018	02	20	04	49	56	    16.245745
2018	02	20	06	25	53	    16.245745
2018	02	20	16	05	25	    16.245745
2018	02	21	05	29	32	    16.245745
2018	02	22	04	33	31	    14.309651
2018	02	22	15	59	09	    15.414956
2018	02	23	05	14	30	    15.415065
2018	02	24	05	11	29	    15.261804
2018	02	24	05	12	36	    15.261804
2018	02	25	04	58	08	    14.345263
2018	02	25	16	11	42	    15.458289
2018	02	25	16	13	21	    15.458289
2018	02	27	05	24	43	    18.261771
2018	02	28	05	22	45	    18.402098
2018	03	01	04	25	04	    17.253136
2018	03	02	05	06	19	    16.835802
2018	03	03	05	08	26	    16.835802
2018	03	04	04	49	56	    18.259841
2018	03	04	16	06	50	    18.259841
2018	03	05	05	29	32	    18.259841
2018	03	05	15	38	35	    22.182943
2018	03	06	05	21	11	    21.345655
2018	03	07	05	14	30	    20.676881
