2017	12	07	04	24	17	     0.000000
2017	12	07	05	16	20	     0.000000
2017	12	08	05	06	21	     0.000000
2017	12	08	16	15	26	     0.000000
2017	12	08	16	20	50	     0.000000
2017	12	09	15	47	06	     0.000000
2017	12	10	04	49	58	     0.000000
2017	12	10	06	25	55	     0.000000
2017	12	11	05	29	34	     0.000000
2017	12	11	16	27	56	     0.000000
2017	12	12	04	33	33	     0.000000
2017	12	12	15	59	17	     0.000000
2017	12	13	05	14	33	     0.000000
2017	12	13	15	29	08	     0.000000
2017	12	14	05	10	30	     0.000000
2017	12	14	16	39	41	     0.000000
2017	12	15	04	58	10	     0.000000
2017	12	15	16	10	41	     0.000000
2017	12	15	16	13	24	     0.000000
2017	12	16	15	41	51	     0.000000
2017	12	17	05	24	55	     0.000000
2017	12	18	05	22	47	     0.000000
2017	12	19	04	24	17	     0.000000
2017	12	20	05	06	21	     0.000000
2017	12	21	05	06	21	     0.000000
2017	12	21	16	35	13	     0.000000
2017	12	22	04	49	58	     0.000000
2017	12	22	16	07	37	     0.000000
2017	12	23	05	29	33	     0.000000
2017	12	23	15	38	48	     0.000000
2017	12	24	05	18	53	     0.000000
2017	12	24	16	47	19	     0.000000
2017	12	25	05	14	32	     0.000000
2017	12	25	16	20	06	     0.000000
2017	12	26	04	15	50	     0.000000
2017	12	26	15	50	54	     0.000000
2017	12	27	04	58	09	     0.000000
2017	12	27	06	34	06	     0.000000
2017	12	28	05	04	39	     0.000000
2017	12	28	16	31	12	     0.000000
2017	12	29	04	34	11	     0.000000
2017	12	29	04	41	49	     0.000000
2017	12	30	05	22	47	     0.000000
2017	12	31	05	15	45	     0.000000
2017	12	31	16	43	35	     0.000000
2018	01	01	05	06	20	     0.000000
2018	01	01	16	15	44	     0.000000
2018	01	01	16	20	49	     0.000000
2018	01	02	15	46	48	     0.009345
2018	01	03	04	49	57	     0.009345
2018	01	03	06	25	54	     0.009345
2018	01	04	05	29	33	     0.009345
2018	01	05	04	33	32	     0.009345
2018	01	05	15	58	06	     0.009345
2018	01	06	05	14	32	     0.009345
2018	01	07	05	11	35	     0.009345
2018	01	07	16	39	21	     0.009345
2018	01	08	04	58	09	     0.009345
2018	01	08	16	10	39	     0.009345
2018	01	08	16	13	23	     0.009345
2018	01	09	15	42	43	     0.009345
2018	01	10	05	24	29	     0.000000
2018	01	11	05	22	46	     0.000000
2018	01	12	04	24	16	     0.000000
2018	01	12	15	55	04	     0.176565
2018	01	13	05	06	20	     0.308314
2018	01	14	05	08	46	     0.308314
2018	01	14	16	35	17	     0.308314
2018	01	15	04	49	57	     0.308314
2018	01	15	16	07	32	     0.308314
2018	01	16	05	29	32	     0.347487
2018	01	17	04	33	32	     0.347487
2018	01	18	05	14	31	     1.126570
2018	01	19	04	15	49	     1.621328
2018	01	19	15	50	49	     1.548008
2018	01	20	04	58	08	     1.879291
2018	01	20	06	34	05	     1.879291
2018	01	20	16	13	22	     1.957431
2018	01	22	04	41	48	     1.957431
2018	01	22	16	03	23	     5.249799
2018	01	23	05	22	46	     5.249799
2018	01	24	04	24	16	     5.249799
2018	01	25	05	06	19	    11.148926
2018	01	25	16	14	34	    11.148926
2018	01	25	16	20	48	    11.148926
2018	01	26	15	46	48	    12.079467
2018	01	27	04	49	57	    12.079467
2018	01	27	06	25	53	    12.079467
2018	01	28	05	29	32	    12.067066
2018	01	29	04	33	31	    12.067066
2018	01	29	15	59	20	     7.548630
2018	01	30	05	14	31	     6.999856
2018	01	30	05	14	31	     7.378843
2018	01	31	05	11	29	     3.525542
2018	01	31	15	32	16	     3.525542
2018	02	01	04	58	08	     3.553333
2018	02	01	16	10	57	     3.553333
2018	02	01	16	13	22	     4.621845
2018	02	02	15	42	52	     9.084973
2018	02	03	05	23	41	     9.084973
2018	02	04	05	22	45	     8.311157
2018	02	04	16	23	51	     8.311157
2018	02	05	04	25	48	     8.311157
2018	02	06	05	06	19	    13.162678
2018	02	07	05	08	28	    15.119147
2018	02	08	04	49	56	    14.341855
2018	02	08	16	07	30	    14.712666
2018	02	09	05	29	32	    14.712666
2018	02	09	15	38	40	    19.206140
2018	02	10	04	33	31	    19.206140
2018	02	11	05	14	31	    14.324258
2018	02	12	04	15	49	    17.468663
2018	02	12	15	50	48	    10.405180
2018	02	13	04	58	08	     5.651001
2018	02	13	06	34	05	     5.651001
2018	02	13	16	13	22	     3.767295
2018	02	15	04	41	48	     3.767295
2018	02	15	16	03	18	    11.010316
2018	02	16	05	22	45	    11.010316
2018	02	17	04	24	15	    11.010316
2018	02	18	05	06	19	     9.552848
2018	02	18	16	15	52	    10.371885
2018	02	18	16	20	48	    10.371885
2018	02	19	15	47	00	    10.902526
2018	02	20	04	49	56	     8.814326
2018	02	20	06	25	53	     8.814326
2018	02	20	16	05	25	    10.730693
2018	02	21	05	29	32	     9.875895
2018	02	22	04	33	31	     9.875895
2018	02	22	15	59	09	    10.807245
2018	02	23	05	14	30	    10.807245
2018	02	24	05	11	29	    17.006966
2018	02	24	05	12	36	    17.006966
2018	02	25	04	58	08	    15.709082
2018	02	25	16	11	42	    23.059658
2018	02	25	16	13	21	    21.594330
2018	02	27	05	24	43	    23.938758
2018	02	28	05	22	45	    25.061543
2018	03	01	04	25	04	    25.061543
2018	03	02	05	06	19	    22.028141
2018	03	03	05	08	26	    23.971571
2018	03	04	04	49	56	    23.303178
2018	03	04	16	06	50	    23.303178
2018	03	05	05	29	32	    23.287858
2018	03	05	15	38	35	    24.521007
2018	03	06	05	21	11	    23.463838
2018	03	07	05	14	30	    24.118988
